system_id,name,purpose,parent_domain,affected_populations,affected_institutions,scope,classification,architecture_decision,authoritative_institution_requirement,major_dependencies,sensitive_data_classes,failure_abuse_consequences,human_rights_implications,required_specialists,required_standards,assurance_certification,accessibility_nondigital_alternatives,deployment_operating_model,lifecycle_status,maturity_target_y5,maturity_target_y10,maturity_target_y20,first_wave_funding_status,doc11_mapping,never_centralize_globally,notes
D-JUS-010,Jury management bridge,Juries,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,integration,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,3,absent,SD-JUS,true,
D-JUS-011,Forensic lab evidence custody,Forensics — J,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,3,absent,SD-JUS,true,
D-JUS-012,Prisoner rehabilitation programs,Rehab programs,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-JUS,false,
D-JUS-013,Juvenile justice privacy vault,Juvenile — heightened,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,highly_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,4,absent,SD-JUS,true,
D-JUS-014,Civil small claims e-filing,Small claims,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-JUS,false,
D-JUS-015,Warrant service privacy limits,Warrants — no global DB,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,prohibit-global-central,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,1,2,absent,SD-JUS,true,
D-JUS-016,Fire EMS mutual aid agreements,Mutual aid,domain.justice_public_safety_corrections,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-JUS,false,
D-RGT-006,Equality impact assessment toolkit,EqIA,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-RGT,false,
D-RGT-007,Hate crime reporting pathway,Hate crime reports,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-RGT,false,
D-RGT-008,Privacy rights request portal,DSAR-class,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SD-RGT,false,
D-RGT-009,Freedom of assembly permit aid,Assembly permits,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-RGT,false,
D-RGT-010,Indigenous rights FPIC workflow,FPIC,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-RGT,true,
D-RGT-011,Child rights monitoring indicators,Child rights,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-RGT,false,
D-RGT-012,Detention monitoring visit logs,Detention monitors,domain.civil_human_rights_equality,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-RGT,false,
D-MIG-006,Work permit sponsorship cases,Work permits,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-MIG,false,
D-MIG-007,Family reunification case aid,Family reunification,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-MIG,false,
D-MIG-008,Naturalization civic education,Civic education,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-MIG,false,
D-MIG-009,Temporary protection status,TPS-class,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-MIG,true,
D-MIG-010,Remittance identity friction reduce,Remittance KYC friction,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-MIG,false,
D-MIG-011,Lost passport emergency aid,Emergency docs,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-MIG,false,
D-MIG-012,Immigration detention visitation,Detention visits,domain.migration_residency_citizenship_refugees,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,4,absent,SD-MIG,true,
D-EMR-006,Multi-hazard risk atlas,Risk atlas,domain.emergency_disaster_humanitarian,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EMR,false,
D-EMR-007,Search rescue volunteer roster,SAR volunteers,domain.emergency_disaster_humanitarian,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EMR,false,
D-EMR-008,Dead body identification privacy,DVI privacy,domain.emergency_disaster_humanitarian,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,highly_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-EMR,false,
D-EMR-009,Cash voucher assistance delivery,CVA,domain.emergency_disaster_humanitarian,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EMR,false,
D-EMR-010,Epidemic surge bed capacity,Surge capacity,domain.emergency_disaster_humanitarian,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EMR,false,
D-EMR-011,Cross-border relief corridor,Relief corridors,domain.emergency_disaster_humanitarian,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-EMR,false,
D-EMR-012,Business continuity mutual aid,BCP mutual aid,domain.emergency_disaster_humanitarian,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EMR,false,
D-CUL-005,Museum collection catalog interop,Museums,domain.culture_media_language_heritage,residents_and_institutions,governments_operators_partners,jurisdictional,integration,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-CUL,false,
D-CUL-006,Endangered language archive,Language archives,domain.culture_media_language_heritage,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,partial,SD-CUL,false,
D-CUL-007,Press freedom incident monitor,Press freedom,domain.culture_media_language_heritage,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-CUL,false,
D-CUL-008,Cultural property restitution cases,Restitution,domain.culture_media_language_heritage,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-CUL,false,
D-CUL-009,Public library digital lending,E-lending,domain.culture_media_language_heritage,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CUL,false,
D-CUL-010,Festival permit case system,Festivals,domain.culture_media_language_heritage,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CUL,false,
D-IND-005,Professional board licensing,Boards,domain.industry_business_licensing_regulation,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,hidden-in-J-II,SD-IND,false,
D-IND-006,Hazardous facility permitting,Haz facilities,domain.industry_business_licensing_regulation,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-IND,false,
D-IND-007,Metrology weights measures,Weights/measures,domain.industry_business_licensing_regulation,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-IND,false,
D-IND-008,Import product safety holds,Import holds,domain.industry_business_licensing_regulation,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-IND,false,
D-IND-009,Cooperative formation wizard,Coop formation,domain.industry_business_licensing_regulation,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-IND,false,
D-IND-010,Sandbox regulatory experiment,Reg sandboxes,domain.industry_business_licensing_regulation,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-IND,false,
D-CON-004,Warranty claim routing,Warranties,domain.consumer_protection_product_safety,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CON,false,
D-CON-005,Dark pattern complaint taxonomy,Dark patterns,domain.consumer_protection_product_safety,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CON,false,
D-CON-006,Toy product safety registry,Toys,domain.consumer_protection_product_safety,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-CON,false,
D-CON-007,Food allergen labeling enforce,Allergen labels,domain.consumer_protection_product_safety,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CON,false,
D-CON-008,Online marketplace seller trust,Seller trust,domain.consumer_protection_product_safety,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CON,false,
D-CON-009,Class action notice publication,Class notices,domain.consumer_protection_product_safety,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-CON,false,
D-DEF-005,Civilian casualty reporting civil,Civil reporting,domain.defense_peace_security_conflict,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,3,absent,SD-DEF,false,
D-DEF-006,Demining clearance registry,Demining,domain.defense_peace_security_conflict,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-DEF,false,
D-DEF-007,Veterans benefits bridge,Veterans,domain.defense_peace_security_conflict,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-DEF,false,
D-DEF-008,Cyber defense coordination civil,Civil cyber only,domain.defense_peace_security_conflict,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-DEF,false,
D-DEF-009,Conflict early warning open source,Open-source early warning,domain.defense_peace_security_conflict,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-DEF,false,
D-INT-004,Treaty ratification tracker,Treaties — non-authoritative,domain.international_relations_treaties,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-INT,false,
D-INT-005,Consular assistance case aid,Consular,domain.international_relations_treaties,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-INT,false,
D-INT-006,International organization roster,IO roster,domain.international_relations_treaties,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-INT,false,
D-INT-007,Cross-border data transfer catalogs,Transfer catalogs,domain.international_relations_treaties,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,partial,SD-INT,false,
D-INT-008,Extradition case interface limits,Extradition — J only,domain.international_relations_treaties,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,prohibit-global-central,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,1,2,absent,SD-INT,true,
D-ELE-006,Petition initiative signature verify,Petitions,domain.elections_representation_legislation_admin,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ELE,false,
D-ELE-007,Legislative bill drafting aid,Bill drafting,domain.elections_representation_legislation_admin,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ELE,false,
D-ELE-008,Committee hearing publication,Hearings,domain.elections_representation_legislation_admin,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ELE,false,
D-ELE-009,Lobbying disclosure registry,Lobbying,domain.elections_representation_legislation_admin,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-ELE,false,
D-ELE-010,Public procurement integrity red flags,Procurement red flags,domain.elections_representation_legislation_admin,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ELE,false,
D-ELE-011,Civil service ethics disclosure,Ethics disclosures,domain.elections_representation_legislation_admin,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ELE,false,
